Date,Feedback,Label,Compound_Score,Clean_data
03-Sep-24,Please fix your information because your information does not match,Negative,0.3182,thank immediate restoration
03-Sep-24,Thank you for the update,Positive,0.3612,no one happy
03-Sep-24,The service is instant,Positive,0,hope cut electricity barangay list
03-Sep-24,"Good job, good advisroy for consumers",Positive,0.7003,customer service representative always friendly helpful
03-Sep-24,Circuit breakers trip when there is too much electricity flowing through them,Neutral,0,iselco greatly improve response time customer inquiry
03-Sep-24,brownout should be done when it is still cool,Neutral,0.3182,appreciate transparency billing process make everything clearer
03-Sep-24,Please do upgrades and system maintenance on weekends,Positive,0.3182,hotline accommodate always available need assistance
03-Sep-24,Hopefully there would not be classes when there is a brownout,Neutral,0.4019,thank prompt service truly make difference
03-Sep-24,Be consistent in your time frame,Negative,0,no improvement still bad service
03-Sep-24,It is always power interruption,Negative,-0.3612,nothing change still bad service
03-Sep-24,"Five o'clock in the morning brownout, I hope it does not last all day",Negative,0.4404,power outage never change isleco
03-Sep-24,"You scheduled a power outage hopefully, it would not last all day",Neutral,0.4019,iselco keep damage appliance brownout service unreliable
03-Sep-24,You will always be early missers Iselco,Negative,0,always like iselco
03-Sep-24,"It is always like that, there is no month without brownout",Negative,0.0772,day without electric power
03-Sep-24,Low quality iselco,Negative,-0.2732,would well announce beforehand prepare
03-Sep-24,"look at the bill, there are many charges. I will give you one star rating",Negative,-0.2732,next power outage
03-Sep-24,The rehabilitation and maintenance was supposed to last half day,Neutral,0,brownout always like
03-Sep-24,"You are annoying Iselco, we have no bill for two months now",Negative,-0.5994,no electricity day yesterday even today
03-Sep-24,You are guessing the electric bill again!,Negative,0,hopefully give advance notice
03-Sep-24,I am not using all my appliances yet the bill is too high,Negative,0,difficult frequent power outage
04-Sep-24,brownout every single day,Negative,0,fast penalty service slow
04-Sep-24,Feeder three line always trips. Maybe you are just messing around.,Negative,0,post last night power outage
05-Sep-24,Thanks to our line warriors,Positive,0.4404,anytime without notice
05-Sep-24,"Experience daily power outages, and when the electricity comes back, the bill will increase.",Negative,0.3182,consumer pay correctly service provide
05-Sep-24,upgrades are needed so that consumers would not suffer,Negative,0.431,power outage every day
05-Sep-24,"you really do not provide good service, just constant brownout.",Negative,-0.3412,policy state advance notice power outage
05-Sep-24,"Please upgrade, the feeder three keeps breaking every three days.",Negative,0.3182,power outage every day not even ashamed
05-Sep-24,"San Placido is not on the list, it is also brownout",Negative,0,power outage frequent charge high
05-Sep-24,"Because the payment is approaching, so it is brownout again",Negative,0,damage business always power outage
05-Sep-24,There is no VIRA on the list but we are brownout here,Negative,-0.1531,food place refrigerator spoil frequent power outage
05-Sep-24,barangays not included in your list are the ones that actually lost power.,Negative,-0.3182,christmas cut electricity
05-Sep-24,"In posting advisories, we hope you could do it earlier",Neutral,0.4404,not sleep unannounced brownout
06-Sep-24,"They have already paid for the electricity, so they are going to experience a brownout again.",Negative,0,nice information iselco super accurate
06-Sep-24,Thanks for the nice information,Positive,0.6908,please fix information information not match
06-Sep-24,"ISELCO, you have been fooling us for several years.",Negative,-0.4019,thank update
06-Sep-24,I hope the barangays not listed will not be affected by the blockout.,Negative,0.5178,service instant
06-Sep-24,There is no warning that there will be a power outage,Negative,0.2584,good job good advisroy consumer
06-Sep-24,"You are burden in our work, please notify us earlier",Negative,-0.1531,circuit breaker trip much electricity flow
06-Sep-24,Lots of disturbed work,Negative,-0.3818,brownout do still cool
06-Sep-24,Your consumers are paying correctly. Then you can not fix your work . ISELCO is annoying,Negative,-0.4019,please upgrade system maintenance weekend
06-Sep-24,"Be careful with the linemen, even if the sun is shining, still go",Positive,0.1531,hopefully would not class brownout
07-Sep-24,the line of feeder three just keeps fooling around,Negative,-0.4019,consistent time frame
09-Sep-24,That power interuption everyday is destroying our appliances,Negative,-0.5574,always power interruption
10-Sep-24,You are too bad at giving advisory,Negative,-0.2732,five oclock morning brownout hope not last day
10-Sep-24,"Every day, there is no electricity",Negative,-0.296,schedule power outage hopefully would not last day
11-Sep-24,"Line tripped and restored everyday, you should prevent it, fix your service",Negative,0.3612,always early missers iselco
12-Sep-24,Thanks for the early advisory Iselco,Positive,0.4404,always like no month without brownout
12-Sep-24,Good sevice,Positive,0.4404,low quality iselco
12-Sep-24,"So far, no brownout",Negative,0.4493,look bill many charge give one star rating
12-Sep-24,The service is good,Positive,0.4404,rehabilitation maintenance suppose last half day
12-Sep-24,I would like to express my appreciation and gratitude for the service provided by ISELCO.,Positive,0.8442,annoy iselco no bill two month
12-Sep-24,ISELCO has consistently notified us about power interruptions,Positive,-0.4019,guess electric bill
12-Sep-24,Goods,Positive,0,not use appliance yet bill high
12-Sep-24,Verry good,Positive,0.4404,brownout every single day
12-Sep-24,I suggest to improve their service more and maybe lessen the times of doing power outage,Positive,0.4404,feeder three line always trip maybe mess around
12-Sep-24,The service of ISELCO is fair enough,Positive,0.3182,thanks line warrior
12-Sep-24,I hope you announce in advance so that people can be prepared,Negative,0.5859,experience daily power outage electricity come back bill increase
12-Sep-24,You always say unscheduled brownout,Negative,0,upgrade need consumer would not suffer
12-Sep-24,"the announcement so late, it should be in advance so people can prepare",Negative,0,really not provide good service constant brownout
12-Sep-24,"San Isidro Isabela brown out, you did not include it in your list",Negative,0,please upgrade feeder three keep break every three day
12-Sep-24,It is good because we are not experiencing frequent blackout,Positive,0.4404,san placido not list also brownout
12-Sep-24,Just an average,Neutral,0,payment approach brownout
12-Sep-24,"Please also check at night, the power supply is very low.",Negative,-0.024,no vira list brownout
12-Sep-24,It is annoying sometimes because of power shortage God bless,Negative,0.0516,barangays not include list one actually lose power
12-Sep-24,Their services is fast especially when there is a problem,Positive,-0.4019,post advisory hope could earlier
12-Sep-24,ISELCO provides good service throughout Isabela,Positive,0.4404,already paid electricity go experience brownout
12-Sep-24,They are considerate in terms of the electric bill,Positive,0.4404,thanks nice information
12-Sep-24,"their service is good and as a customer, we should be responsible in paying the bills on time",Positive,0.6369,iselco fooling u several year
12-Sep-24,they should mandate someone to collect bills every house,Negative,0,hope barangays not list not affected blockout
12-Sep-24,"If possible, no brownout will be done especially in night time",Neutral,-0.296,no warn power outage
12-Sep-24,power outage out of nowhere causing disturbances,Negative,0.2584,burden work please notify u earlier
12-Sep-24,"The bill is too high, if possible, they should lower it, we are hoping in your response",Negative,0.1531,lot disturbed work
12-Sep-24,We hope they should lower the bill per kilowatt-hour,Negative,0.1779,consumer pay correctly not fix work iselco annoy
12-Sep-24,"Lower the bill per kilowatt-hour, I hope it will be fulfilled soon",Positive,0.5423,careful linemen even sun shin still go
12-Sep-24,ISELCO delivered a high quality electric service.,Positive,0,line feeder three keep fooling around
12-Sep-24,"Good service, always continue to update",Positive,0.4404,power interuption everyday destroy appliance
12-Sep-24,lately we are experiencing power shortage we just want to know why,Negative,-0.1779,bad give advisory
12-Sep-24,ISELCO needs to be developed and upgraded in order to maintain it operating efficiency,Negative,0.3612,every day no electricity
12-Sep-24,promptly informed about scheduled power outages and provide alternative solutions,Positive,0.1779,line tripped restore everyday prevent fix service
12-Sep-24,Provides a high quality elctric service,Positive,0,thanks early advisory iselco
12-Sep-24,they have a nice service,Positive,0.4215,good sevice
12-Sep-24,"they are doing good in terms of their service, early announcement for power outage",Positive,0.4404,far no brownout
12-Sep-24,It is just good since we barely experience power shortage,Positive,0.2878,service good
12-Sep-24,they just posted notice of power interruption when the electricity is already out,Negative,-0.3612,would like express appreciation gratitude service provide iselco
12-Sep-24,"you always post notice when it is already late. Fix it, the kids are suffering",Negative,-0.4767,iselco consistently notify u power interruption
